"id","item_number","description","cost","mode","type","active"
"9564","2S-0795","2S-0795","6.99",NULL,"inventoryitem",True
"9565","K-3-01-20276","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9566","K-3-03-20276","GEMINI; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9567","310-5791-02","UPDATE",NULL,NULL,"inventoryitem",True
"9568","310-5795-04","UPDATE",NULL,NULL,"inventoryitem",True
"9569","318-0870","UPDATE",NULL,NULL,"inventoryitem",True
"957","2N-3553","SEAL  CAMSHAFT 398/399 CAT","14.01","CONSUMABLE","inventoryitem",True
"9570","328-5572","328-5572","38.89",NULL,"inventoryitem",True
"9571","355-9777","UPDATE",NULL,NULL,"inventoryitem",True
"9572","356-2940","356-2940","1998.49",NULL,"inventoryitem",True
"9573","380-4826","UPDATE","150",NULL,"inventoryitem",True
"9574","391-8337","391-8337","2675.1",NULL,"inventoryitem",True
"9575","3C-7315","UPDATE",NULL,NULL,"inventoryitem",True
"9576","3CB-3K","UPDATE",NULL,NULL,"inventoryitem",True
"9577","406-0304-K","DO NOT USE. SEE 406-0304KIT",NULL,"CONSUMABLE","inventoryitem",False
"9578","418-4163","418-4163","62.49",NULL,"inventoryitem",True
"9579","425-102","UPDATE",NULL,NULL,"inventoryitem",True
"958","2N-3583","GASKET CAT 3516","6.23","CONSUMABLE","inventoryitem",True
"9580","K-425-161","GEMINI: SUCTION VALVE KIT ","92.63","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9581","425-165-K","425-165-K",NULL,"Admin","inventoryitem",False
"9582","425-169","COVER DISTANCE PIECE M302 GEMI","33.21",NULL,"inventoryitem",True
"9583","425-4050","UPDATE",NULL,NULL,"inventoryitem",True
"9584","425-4131","425-4131","88.77",NULL,"inventoryitem",True
"9585","425-8249-K","425-8249-K",NULL,"Admin","inventoryitem",False
"9586","425-8338-K","USE PN K-425-8338 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9587","K-427-1693","GEMINI: DISCHARGE VALVE KIT, 3RD STAGE, 2.5""-3"",52CRO,MT","59.03","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9588","K-427-1774","GEMINI; VALVE KIT ","71.68","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9589","437-4127","437-4127","378.58",NULL,"inventoryitem",True
"959","2N-3584","GASKET CAT","6.9","CONSUMABLE","inventoryitem",True
"9590","449-4816","449-4816","135.79",NULL,"inventoryitem",True
"9591","45PHL-600K","UPDATE",NULL,NULL,"inventoryitem",True
"9592","466-7712","UPDATE",NULL,NULL,"inventoryitem",True
"9593","472-6134","CAT; TURBO, CG137-12; REMAN PART 20R-9674",NULL,"MAJOR COMPONENTS","inventoryitem",True
"9594","4C-4611","4C-4611","60.66",NULL,"inventoryitem",True
"9595","4N-4681","BRACKET FITS","155.19",NULL,"inventoryitem",True
"9596","501-061","UPDATE",NULL,NULL,"inventoryitem",True
"9597","523-4604","523-4604",NULL,NULL,"inventoryitem",True
"9598","539-0117","539-0117","967.37",NULL,"inventoryitem",True
"9599","541202-K","USE PN K-541202 ( DO NOT USE)",NULL,"Admin","inventoryitem",False
"96","0R-0997","CAT: 3306 MAIN WATER PUMP","595.52","CONSUMABLE","inventoryitem",True
"960","2N-3597","GASKET VALVE COVER G398 379CAT","19.55","CONSUMABLE","inventoryitem",True
"9600","541-222-K","USE PN K-541222 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9601","541402-K","USE PN K-541402 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9602","541-422-K","USE PN K-541422 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9603","K-541601","CIP; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9604","K-541602","CIP; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9605","K-541621","CIP; VALVE KIT","150","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9606","541-622-K","USE PN K-541622 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9607","548-9596","548-9596","145.92",NULL,"inventoryitem",True
"9608","583-3651","CAT; 3516B BELLOWS KIT-EXHAUST","1110.72","CONSUMABLE","inventoryitem",True
"9609","59K1032","UPDATE",NULL,NULL,"inventoryitem",True
"961","2N-3958","LOCKNUT",NULL,"CONSUMABLE","inventoryitem",True
"9610","5V713","NARROW SHEAVE, 5V BELT SECTION, 7.1 O.D. IN., 3 GROOVES, CAST IRON MATERIAL","384.43",NULL,"inventoryitem",True
"9611","5VX1000","SECTION COGGED WEDGE V BELT SIZE: 5/8 X 100","29.66",NULL,"inventoryitem",True
"9612","5VX1060","SECTION COGGED WEDGE V SIZE: 5/8â€� X 106â€�","32.43",NULL,"inventoryitem",True
"9613","5VX900","SECTION COGGED WEDGE V BELT","11.31",NULL,"inventoryitem",True
"9614","6-105-621","UPDATE",NULL,NULL,"inventoryitem",True
"9615","691-201-2000","UPDATE",NULL,NULL,"inventoryitem",True
"9616","6I-1943","UPDATE",NULL,NULL,"inventoryitem",True
"9617","6V-1464","UPDATE",NULL,NULL,"inventoryitem",True
"9618","7009-145","UPDATE",NULL,NULL,"inventoryitem",True
"9619","791016-2","MAGNETIC PICKUP, FOR USE W/ SENSOR, 3/4-16X3.4.","250",NULL,"inventoryitem",True
"962","2N-5693","GASKET  379","42.8","CONSUMABLE","inventoryitem",True
"9620","7E-6158","7E-6158","34.75",NULL,"inventoryitem",True
"9621","7W-2588","UPDATE",NULL,NULL,"inventoryitem",True
"9622","7W-7546","7W-7546","75.97",NULL,"inventoryitem",True
"9623","7X-1695","CAT; CABLE ASSEMBLY","138.91","CONSUMABLE","inventoryitem",True
"9624","8PK1719","SERPENTINE BELT","16.88",NULL,"inventoryitem",True
"9625","9-105621","UPDATE",NULL,NULL,"inventoryitem",True
"9626","9D-3127","9D-3127","14.48",NULL,"inventoryitem",True
"9627","9S-4185","9S-4185","7.07",NULL,"inventoryitem",True
"9628","A1010-170","THERMOSTATIC VALVE NOS","225","Admin","inventoryitem",True
"9629","A-13966","ARIEL:  CENTER STUD","50",NULL,"inventoryitem",True
"963","2N-5842","1"" SCREW","14.95","CONSUMABLE","inventoryitem",True
"9630","AL0750D1","AL0750D1","183.7",NULL,"inventoryitem",True
"9631","AT2-6-813","Throttle Body","250.71",NULL,"inventoryitem",True
"9632","B-1583","ARIEL: PKG,2.0, 650,STD,BTS","1236",NULL,"inventoryitem",True
"9633","B-2829-N","ARIEL: AWAITING UPDATE & PRICING FROM VENDOR",NULL,NULL,"inventoryitem",True
"9634","B-2929-BB","ARIEL: DIS VLV, 52RX ,THK,MTX","485",NULL,"inventoryitem",True
"9635","B-2929-N","ARIEL: DIS VLV, 52RX ,THK MTX","444",NULL,"inventoryitem",True
"9636","B-3058-CC","ARIEL: SUC VLV, 70CRO,MTX","750",NULL,"inventoryitem",True
"9637","B-3683-NN","ARIEL: DIS VLV, 79CRE,MTX","867",NULL,"inventoryitem",True
"9638","B-4920-WX","ARIEL: SUC VLV,105CRE,NYX","986",NULL,"inventoryitem",True
"9639","B-5048-AA","ARIEL: DIS VLV, 88CRE, MTX","797",NULL,"inventoryitem",True
"964","2N-6603","ADAPTER SPARK PLUG CAT","108.95","ENGINE PROGRAM","inventoryitem",True
"9640","B-5088-T","ARIEL: SUC VLV, 79CRE,NYX","730",NULL,"inventoryitem",True
"9641","B8644-K","USE PN B-8644-K ( DO NOT USE )",NULL,"MAJOR COMPONENTS","inventoryitem",False
"9642","B-8664-K","ARIEL; PRESSURE PACKING KIT 
","280","MAJOR COMPONENTS","inventoryitem",True
"9643","C194A-3-1","UPDATE",NULL,NULL,"inventoryitem",True
"9644","C4-1-A","CENTURION MAIN I/O MODULE","2553.01",NULL,"inventoryitem",True
"9645","COPINCVSS-1/4-AFLAS","COPINCVSS-1/4-AFLAS",NULL,NULL,"inventoryitem",True
"9646","CP-AAV-3397","UPDATE",NULL,NULL,"inventoryitem",True
"9647","CV10-1N50R33-CB-3Q","1"" GLOBE BODY, NPT, REVERSE, 9"" ACTUATOR, 3-15 PSI, 3/8"" TRIM","579.36",NULL,"inventoryitem",True
"9648","CV20-R33-CB-4Q","DUMP VALVE, REVERSE, 9"" ACTUATOR, 3-15 PSI, CARBON STEEL, 1/2"" TRIM","580",NULL,"inventoryitem",True
"9649","DSG-1611DUPS","DSG-1611DUPS","367.27",NULL,"inventoryitem",True
"965","2N-7174","GASKET  PLUG WELL","2.02","CONSUMABLE","inventoryitem",True
"9650","E2468500D","UPDATE","500",NULL,"inventoryitem",True
"9651","E2484060A","UPDATE","812.7",NULL,"inventoryitem",True
"9653","EPG-5/8-25/V-GSRL-ATM-AMB-NS-UBW-23.875","EPG-5/8-25/V-GSRL-ATM-AMB-NS-UBW-23.875",NULL,NULL,"inventoryitem",True
"9654","FC0120HM","UPDATE","3",NULL,"inventoryitem",True
"9655","GCOASSY","UPDATE",NULL,NULL,"inventoryitem",True
"9656","GL-KCE","UPDATE","13.5",NULL,"inventoryitem",True
"9657","IPD-6V1279","GASKET SET, AFTERCOOLER/LINES 16","62.23",NULL,"inventoryitem",True
"9658","KB-13635-V","ARIEL: KIT,VLV,105CRO,NYX","84",NULL,"inventoryitem",True
"9659","KB-1939-N","ARIEL: KIT,VLV, 90CT ,MTX,M/S","117",NULL,"inventoryitem",True
"966","2N-7422","ADAPTER",NULL,"CONSUMABLE","inventoryitem",True
"9660","KB-2720-S","ARIEL: KIT,VLV,168CT ,NYX","151",NULL,"inventoryitem",True
"9661","KB-2929-BB","ARIEL: KIT,VLV, 52RX ,THK,MTX","104",NULL,"inventoryitem",True
"9666","KB-9150-HN","ARIEL: KIT,VLV,54CPS,CPP","171",NULL,"inventoryitem",True
"9667","LM500TF","OIL LEVEL MAINTAINER WITH TEST FEATURE",NULL,NULL,"inventoryitem",True
"9668","M-47-NB-CAT-500-500","UPDATE",NULL,NULL,"inventoryitem",True
"9669","N22RAH-9BA","UPDATE",NULL,NULL,"inventoryitem",True
"967","2N-7423","ADAPTER",NULL,"CONSUMABLE","inventoryitem",True
"9670","NH1600200B0400","UPDATE","15",NULL,"inventoryitem",True
"9671","NH1600C125B0325","EATON AEROQUIP FLEXMASTER COUPLING,1.25 PIPE ID","82.04",NULL,"inventoryitem",True
"9672","P2010160060B1D0","UPDATE","500",NULL,"inventoryitem",True
"9673","PTEZX-1450","UPDATE",NULL,NULL,"inventoryitem",True
"9674","PXT-K-30B30","PXT-K-30B30",NULL,"Admin","inventoryitem",False
"9675","QM2N1-D24","COUPLINGS, TB WOODS","300",NULL,"inventoryitem",True
"9676","R9A334-334","UPDATE",NULL,NULL,"inventoryitem",True
"9677","RV81","GAS REGULATOR 1-1/2"" NPT","310",NULL,"inventoryitem",True
"9678","S-36TTA-9AA","NORRISEAL HIGH PRESSURE CONTROL VALVE, S-36TTA-9AA, SERIES: 1-2220, 1"" VALVE","540",NULL,"inventoryitem",True
"9679","SB1204-210027","SB1204-210027",NULL,NULL,"inventoryitem",True
"968","2N-7522","GASKET KIT  PRELUBE PUMP","15.33","CONSUMABLE","inventoryitem",True
"9680","SF2316","SF SERIES BUSHING, 2-3/16"" BORE","35",NULL,"inventoryitem",True
"9681","SPV8M8FV","316 STAINLESS STEEL NEEDLE VALVE - DELRIN SOFT SEAT - VITON PACKING - 1/2""M X 1/2""F 6,000 PSI - 316 SS - HEX BODY","94.32",NULL,"inventoryitem",True
"9682","T470874-0001","TURBOR SUPPLYLL; WASTEGATE FOR 3306; CAT PN 7S-7810","518",NULL,"inventoryitem",True
"9683","TCK-225","MURPHY THERMOCOUPLE ASSEMBLY 2.5 IN. INSERTION LENGTH WITH THERMOWELL - K TYPE UNGROUNDED","400.63",NULL,"inventoryitem",True
"9684","TPS44","UPDATE",NULL,NULL,"inventoryitem",True
"9685","WE4H1316","BTS HUB, LOW CARBON STEEL, WE4 X 1-3/16""","179.97",NULL,"inventoryitem",True
"9686","EMIT ETS PANEL","UPDATE",NULL,NULL,"inventoryitem",True
"9687","6I-4464","6I-4464","80.67",NULL,"inventoryitem",True
"9688","OPLC PANEL GUAGE GASKET","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9689","GOVERNOR, 3500","GOVERNOR, 3500",NULL,NULL,"inventoryitem",True
"969","2N-8109","CLAMP","9.23","CONSUMABLE","inventoryitem",True
"9690","SQUARE MANIFOLD","SQUARE MANIFOLD","1500",NULL,"inventoryitem",True
"9691","LIQUID LEVEL CONTROLLER, SNAP PILOT, MALLARD STYLE","LIQUID LEVEL CONTROLLER, SNAP PILOT, MALLARD STYLE","100",NULL,"inventoryitem",True
"9692","4924512","CUMMINS: THROTTLE VALVE","1438.4",NULL,"inventoryitem",True
"9693","CIP; PACKING CASE 1-1/2""","CIP; PACKING CASE 1-1/2""",NULL,NULL,"inventoryitem",True
"9694","GEMINI, PISTON RINGS, 5.500 X 0.275GW X 5.005BGD","GEMINI, PISTON RINGS, 5.500 X 0.275GW X 5.005BGD",NULL,NULL,"inventoryitem",True
"9695","9.750 X 0.420 X 8.927 PISTON RING","9.750 X 0.420 X 8.927 PISTON RING","30",NULL,"inventoryitem",True
"9696","5.50 X 0.275GW X 5.199","5.50 X 0.275GW X 5.199",NULL,NULL,"inventoryitem",True
"9697","GEMINI, 5 X 5 PISTON ROD ASSY H-FRAME","GEMINI, 5 X 5 PISTON ROD ASSY H-FRAME",NULL,NULL,"inventoryitem",True
"9698","REBUILT VARIABLE POCKET PISTON, 9""","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9699","3406 FAN ASSEMBLY","3406 FAN ASSEMBLY",NULL,NULL,"inventoryitem",True
"97","0R-0999","CAT; PUMP GP WATER, 3300 (IPD-1727764); GASKET KIT 208-4836","371.99","MAJOR COMPONENTS","inventoryitem",True
"970","2P-0220","GASKET","5.79","CONSUMABLE","inventoryitem",True
"9700","T-BOLT CLAMPS","T-BOLT CLAMPS","6.86",NULL,"inventoryitem",True
"9701","2"" BALL VALVE","2"" BALL VALVE",NULL,NULL,"inventoryitem",True
"9702","1"" BALL VALVE","1"" BALL VALVE",NULL,NULL,"inventoryitem",True
"9703","2 7/17 FAN AND BLOWER ASSY, BLOWING DODGE","2 7/17 FAN AND BLOWER ASSY, BLOWING DODGE",NULL,NULL,"inventoryitem",True
"9704","2 7/16 KEYED SHAFT - 27"" LONG","2 7/16 KEYED SHAFT - 27"" LONG",NULL,NULL,"inventoryitem",True
"9705","2 3/16 SHAFT - KEYED ON ONE END - 19"" LONG","2 3/16 SHAFT - KEYED ON ONE END - 19"" LONG",NULL,NULL,"inventoryitem",True
"9706","EMLINK BRACKET","EMLINK BRACKET",NULL,"Admin","inventoryitem",False
"9707","144-5692","CAT: 0.17MM THICK CYLINDER BLOCK SPACER GASKET","23.8","Admin","inventoryitem",True
"9708","18408","UPDATE",NULL,NULL,"inventoryitem",True
"9709","1P-9946","CAT: 148.3MM OUTER DIAMETER FAN DRIVE SHAFT","165.3",NULL,"inventoryitem",True
"971","2P-1692","SEAL O RING","2.64","PM PARTS","inventoryitem",True
"9710","34050","UPDATE",NULL,NULL,"inventoryitem",True
"9711","35405-1-503L","UPDATE",NULL,NULL,"inventoryitem",True
"9712","4"" 600","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9713","426T64","UPDATE",NULL,NULL,"inventoryitem",True
"9714","47-00-0016 VLV CABLE","UPDATE",NULL,NULL,"inventoryitem",True
"9715","5 GAL BUCKET","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9716","591-7736","591-7736","52.55",NULL,"inventoryitem",True
"9717","6"" 300","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9718","61-0273","61-0273",NULL,"Admin","inventoryitem",False
"9719","6L-2502","CAT: STANDARD EFFICIENCY ENGINE AIR - SECONDARY","36.65",NULL,"inventoryitem",True
"972","2P-2720","GASKET","0.95","CONSUMABLE","inventoryitem",True
"9720","6L-5556","6L-5556","37.41",NULL,"inventoryitem",True
"9721","8"" 300","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9722","A-2020MF-00-0200VGO","UPDATE",NULL,NULL,"inventoryitem",True
"9723","A-21230","ARIEL: AWAITING UPDATE & PRICING FROM VENDOR",NULL,NULL,"inventoryitem",True
"9724","A2132","A2132",NULL,"Admin","inventoryitem",False
"9725","A-3004","ARIEL: WEAR BAND,11-1/2RJ,0.750W","205",NULL,"inventoryitem",True
"9726","ARC-234087-425124","ARC-234087-425124",NULL,NULL,"inventoryitem",True
"9727","ARIEL FILTER HOUSING C394","ARIEL: FILTER HOUSING C394",NULL,NULL,"inventoryitem",True
"9728","B-8709-K","ARIEL: RBLD KIT,PIST ROD PKG,BTS,1.500","870",NULL,"inventoryitem",True
"9729","BT1790","UPDATE",NULL,NULL,"inventoryitem",True
"973","2P-2772","2 BOLT STEEL FLANGE COVER",NULL,"CONSUMABLE","inventoryitem",True
"9730","BT8877-MPG","MAX. PERF. GLASS HYDRAULIC SPIN-ON","59.98",NULL,"inventoryitem",True
"9731","BV4-105","UPDATE",NULL,NULL,"inventoryitem",True
"9732","BW-5070","HEAVY DUTY COOLANT FILTER (3-11/16 X 4-3/8 IN)","25.13",NULL,"inventoryitem",True
"9733","CP2-01-30380","UPDATE",NULL,NULL,"inventoryitem",True
"9734","CPI-21978","UPDATE",NULL,NULL,"inventoryitem",True
"9735","CR-3661","UPDATE",NULL,NULL,"inventoryitem",True
"9736","E151405","UPDATE",NULL,NULL,"inventoryitem",True
"9737","15509","UPDATE","15",NULL,"inventoryitem",True
"9739","GEM-11-105621","UPDATE",NULL,NULL,"inventoryitem",True
"974","2P-3760","SEAL  O-RING","1.26","CONSUMABLE","inventoryitem",True
"9740","GEM-406-1399-MG","UPDATE",NULL,NULL,"inventoryitem",True
"9741","GEM-406-1414-MG","UPDATE",NULL,NULL,"inventoryitem",True
"9742","GEM425-122 5""","UPDATE","60.03",NULL,"inventoryitem",True
"9743","GEM427-1693 VLV","USE PN 427-1693 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9744","GRL50 1/2""","UNKNOWN; CAN'T FIND; DNI","50",NULL,"inventoryitem",True
"9745","HOSE 2""","UNKNOWN; CAN'T FIND; DNI",NULL,NULL,"inventoryitem",True
"9746","K-205-TTS","UPDATE",NULL,NULL,"inventoryitem",True
"9747","KB-1072-S","ARIEL: VALVE KIT; 148CHT,NYX","119","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"9748","KB-9079-HK","ARIEL: VALVE KIT,72CPS,SS,CPP","290","CONSUMABLE","inventoryitem",True
"9749","LP1-810","UPDATE",NULL,NULL,"inventoryitem",True
"975","2P-6132","GASKET","4.6","CONSUMABLE","inventoryitem",True
"9750","MPU-691118-3","MPU691118-3","92",NULL,"inventoryitem",True
"9751","NGKCT2140","UPDATE","3",NULL,"inventoryitem",True
"9752","P1X1-7/16-ZN","DODGE; 1-7/16 BUSHING; FAN SHAFT TO SHEAVE","50",NULL,"inventoryitem",True
"9753","P-9185?","UPDATE",NULL,NULL,"inventoryitem",True
"9754","PA2513","OUTER AIR ELEMENT WITH LIFT BAR","33.59",NULL,"inventoryitem",True
"9755","PA2647","PA2647","47.99",NULL,"inventoryitem",True
"9756","P-D-D136-OR","UPDATE",NULL,NULL,"inventoryitem",True
"9757","3016792","CUMMINS: FRONT CRANKSHAFT OIL SEAL","27.16",NULL,"inventoryitem",True
"9758","03C814512","03C814512",NULL,"Admin","inventoryitem",False
"9759","10928","UPDATE",NULL,NULL,"inventoryitem",True
"976","2P-8697","GASKET","3.26","CONSUMABLE","inventoryitem",True
"9760","1123540","1123540",NULL,"Admin","inventoryitem",False
"9761","1230FB77","1230FB77",NULL,NULL,"inventoryitem",False
"9762","154810","UPDATE",NULL,NULL,"inventoryitem",True
"9763","156595","UPDATE",NULL,NULL,"inventoryitem",True
"9764","1611705","1611705",NULL,"Admin","inventoryitem",False
"9765","165-4201","CAT: TURBOCHARGER TURBINE CLAMP","907.19",NULL,"inventoryitem",True
"9766","16CDN1A","UPDATE",NULL,NULL,"inventoryitem",True
"9767","1-7/16 QD","UPDATE",NULL,NULL,"inventoryitem",True
"9768","198-6067","198-6067","12.86",NULL,"inventoryitem",True
"9769","1B-3867","1B3867","20.3",NULL,"inventoryitem",True
"977","2P-8763","GASKET GOV HSING 343 CAT","3.43","CONSUMABLE","inventoryitem",True
"9770","2 3/16 KEYES SHAFT 36"" NEW","2 3/16 KEYES SHAFT 36"" NEW",NULL,NULL,"inventoryitem",True
"9771","2"" 3/16 KEYED SHAFT","2"" 3/16 KEYED SHAFT",NULL,NULL,"inventoryitem",True
"9772","2287093","2287093",NULL,"Admin","inventoryitem",False
"9773","2385084","2385084",NULL,"Admin","inventoryitem",False
"9774","24JIC","UPDATE",NULL,NULL,"inventoryitem",True
"9775","2528374","2528374",NULL,"Admin","inventoryitem",False
"9776","25609","UPDATE",NULL,NULL,"inventoryitem",True
"9777","284-8905-00","UPDATE",NULL,NULL,"inventoryitem",True
"9778","3030038","CUMMINS: VALVE CROSSHEAD","75.14",NULL,"inventoryitem",True
"9779","31-7354","31-7354","276.58",NULL,"inventoryitem",True
"978","2P-8870","PIPE-WATER PUMP OUTLET 3306 NA",NULL,"CONSUMABLE","inventoryitem",True
"9780","3312454","3312454",NULL,"Admin","inventoryitem",False
"9781","406-52154","UPDATE",NULL,NULL,"inventoryitem",True
"9782","4-1010MF-CC-0400VEO","UPDATE",NULL,NULL,"inventoryitem",True
"9783","422-7098","UPDATE",NULL,NULL,"inventoryitem",True
"9784","425-168","UPDATE",NULL,NULL,"inventoryitem",True
"9785","427-1807/88CRO","USE PN 427-1807 ( DO NOT USE )",NULL,"Admin","inventoryitem",False
"9786","427-187","UPDATE",NULL,NULL,"inventoryitem",True
"9787","488-4843","488-4843","3151.47",NULL,"inventoryitem",True
"9788","4W-2580","4W-2580","544.24",NULL,"inventoryitem",True
"9789","50519","UPDATE",NULL,NULL,"inventoryitem",True
"979","2P-9084","STUD",NULL,"CONSUMABLE","inventoryitem",True
"9790","593048-48","CABLE ASSEMBLY 48â€³","179",NULL,"inventoryitem",True
"9791","5B5812","5B5812",NULL,"Admin","inventoryitem",False
"9792","5P6718","5P6718",NULL,"Admin","inventoryitem",False
"9793","5P8772-CTP","3306 REBUILD OVERHAUL GASKET KIT FOR CATERPILLAR 3306","91.13",NULL,"inventoryitem",True
"9794","5P9116-IPD","GASKET SET, OIL COOLER / LINES 12","9.24",NULL,"inventoryitem",True
"9796","5VX-1320 BELTS STAGED","SECTION COGGED WEDGE V BELT SIZE: 5/8â€� X 132â€�","91.59",NULL,"inventoryitem",True
"9797","5VX1400","COGGED V-BELT 140 IN OUTSIDE LG, 5/8 IN TOP WD, 17/32 IN THICK",NULL,NULL,"inventoryitem",True
"9798","62C130R-B-8289-F","UPDATE",NULL,NULL,"inventoryitem",True
"9799","65010000710300-P55","UPDATE",NULL,NULL,"inventoryitem",True
"98","0R-1003","WATER PUMP; CAT 3300 SERIES","386.91","CONSUMABLE","inventoryitem",True
"980","2P8697","CAT: GASKET PAPER CATERPILLAR 2P869",NULL,"CONSUMABLE","inventoryitem",True
"9800","69120-300-0-300PSI","UPDATE",NULL,NULL,"inventoryitem",True
"9801","6V2695","6V2695",NULL,"Admin","inventoryitem",False
"9802","6V3917","6V3917",NULL,"Admin","inventoryitem",False
"9803","71V-4286","UPDATE",NULL,NULL,"inventoryitem",True
"9804","741158","UPDATE",NULL,NULL,"inventoryitem",True
"9805","7N0110-1PB","NEW CAT OIL COOLER C12, 345B, C10 FOR C12, 345B, C10","432",NULL,"inventoryitem",True
"9806","8N4485","8N4485",NULL,"Admin","inventoryitem",False
"9807","9X-1978","UPDATE",NULL,NULL,"inventoryitem",True
"9808","9X-1979","UPDATE",NULL,NULL,"inventoryitem",True
"9809","A-2020MF-00-2500VEO","UPDATE",NULL,NULL,"inventoryitem",True
"981","2R4KU-4-TTSB20-300","THERMOCOUPLE; TYPE K, 4"" ACTIVE LENGTH W/ 1/2"" MNPT COMPRESSION FITTING, 25' CABLE, NO CGB FITTING",NULL,"CONSUMABLE","inventoryitem",True
"9810","AS-35-2-OR-4449","UPDATE",NULL,NULL,"inventoryitem",True
"9811","B-1989","ARIEL: X-HD/PIN ALIGN TOOL,H:E:K:T,316SS","266",NULL,"inventoryitem",True
"9812","B-3180-T","ARIEL: SUC VLV, 70CRO,NYX","731",NULL,"inventoryitem",True
"9813","B-57","UPDATE","25.71",NULL,"inventoryitem",True
"9814","B-7636-CC","ARIEL: SUC VLV,147CT,MTX,D/S","1454",NULL,"inventoryitem",True
"9816","BW-5075","COOLANT SPIN-ON FILTER","33.27",NULL,"inventoryitem",True
"9817","C-0819","UPDATE",NULL,NULL,"inventoryitem",True
"9818","C170","V BELT","41.2",NULL,"inventoryitem",True
"9819","C-6134","UPDATE",NULL,"Admin","inventoryitem",False
"982","2R4KU-6-TTSB20-240","THERMOCOUPLE, K TYPE, 6"" STRAI","155.7","CONSUMABLE","inventoryitem",True
